,funding_lag6_pastcov,hour_sin_futcov,dow_sin_futcov,volatility_pastcov,Volume_pastcov,funding_rate_pastcov,dow_cos_futcov,fear_change_pastcov,fear_greed_pastcov,fear_lag24_pastcov,log_return_pastcov,rsi_pastcov,funding_change_pastcov,add_relative_index_futcov,hour_cos_futcov,log_close_target
0,0.3,0.5,1.2,2.1,2.6,2.6,2.9000000000000004,3.1,3.5999999999999996,3.6999999999999997,4.1000000000000005,4.2,4.2,4.5,4.6,55.7
