Timestamp,horizon 1,horizon 2,horizon 3,horizon 4,horizon 5,horizon 6,horizon 7,horizon 8,horizon 9,horizon 10,horizon 11,horizon 12,horizon 13,horizon 14,horizon 15,horizon 16,horizon 17,horizon 18,horizon 19,horizon 20,horizon 21,horizon 22,horizon 23,horizon 24
2023-05-22 17:00:00,0.002784948548799774,0.0027872905010199065,0.002794695862369926,0.0027996336661552158,0.0028011117991234903,0.0027987855294584925,0.0027928285767891852,0.0027212215057518052,0.002709614454127713,0.0026965217024786377,0.002682625456310701,0.0026685713030765463,0.002654973795499076,0.0026424205603447705,0.002631467117633793,0.0026226127515356894,0.0026162472986777366,0.0026126126883345025,0.0026120325098661977,0.002614637395330685,0.002620240861075565,0.002628401778088108,0.002637978581927985,0.0026476976998801244
2023-05-22 18:00:00,0.004905399739247461,0.004910834217676054,0.004925115067567017,0.0049355833583687,0.004940488971258408,0.004939108174139064,0.004931563775425582,0.004823144691257384,0.004805984333721107,0.004785376351546237,0.004762637342735095,0.00473893330413061,0.004715362307420227,0.004692975047018089,0.004672771362322751,0.0046556804762270905,0.004642535245888066,0.004634032330446551,0.004630700598559246,0.004632763207821157,0.004639934705530104,0.004651518349217521,0.004665893852834633,0.004681277915649065
2023-05-22 19:00:00,0.009567520315690591,0.009569409366058504,0.009586971887981523,0.009600309464690654,0.00960592898434499,0.00960245191653801,0.009589925807275357,0.009415819995366113,0.00938948237399715,0.00935741253866997,0.009321679610678642,0.009284046500551575,0.009246132321114217,0.009209451863519779,0.009175413517025922,0.009145318562333842,0.009120401855543275,0.009101833949806128,0.009090433669021035,0.009086653293599532,0.009090263034187442,0.00910044921983524,0.009115210471179556,0.00913232472313997
2023-05-22 20:00:00,0.01604043334754831,0.01602887397229779,0.016040198772412386,0.016048826290492514,0.016049384453730862,0.01603985956603369,0.016020149613795002,0.015780219019754856,0.015745536061522264,0.015703807789781102,0.01565763472282741,0.015609124288843514,0.01556010984378884,0.015512190543405458,0.015466727655630685,0.015424897325759482,0.015387859837982088,0.015356885106245421,0.015332991650761359,0.01531696437880406,0.015308933205231412,0.015308405280704427,0.015313587824947114,0.01532240514285026
2023-05-22 21:00:00,0.022925080033597445,0.022896928530437358,0.022897130267725708,0.02289681992280422,0.0228891845863718,0.022871747104265684,0.022844242560503335,0.022551149200924454,0.022509382092866976,0.022460086845167267,0.022406170268181945,0.0223498865488488,0.022293075658920046,0.0222371887650517,0.022183281391858697,0.022132129470726833,0.02208453680112723,0.022041607060126454,0.022004432270962312,0.021974091736880037,0.021951161160985874,0.0219356608519419,0.021926342347163556,0.021921636595510816
2023-05-22 22:00:00,0.028775079094788405,0.028732609301802714,0.028721844026591833,0.02871248773240084,0.028696835467583098,0.028672121470057165,0.028637938538675137,0.02830919282271674,0.028261938900803342,0.028207106261077895,0.02814774367104376,0.028086142679398962,0.02802407097904003,0.02796277956189664,0.027902993006611386,0.027845077254199494,0.0277894546295308,0.027736995056446355,0.027688784686250675,0.02764609779946427,0.027609873207308247,0.027580595193217563,0.027557580060148947,0.027539813765044507
2023-05-22 23:00:00,0.03305261010939184,0.03299856948235637,0.032978514007575066,0.0329616571368278,0.032939714494738176,0.0329096715491195,0.03287094394737451,0.03252074664555653,0.03247015811467505,0.032412115567401034,0.032349728377283414,0.0322852719452128,0.03222041115243765,0.03215618851687908,0.03209301506911062,0.032030885589403764,0.031969881026984774,0.031910653710537716,0.03185427309828097,0.0318021641500693,0.03175556813810774,0.03171537197344963,0.03168139029209911,0.03165309860281745
2023-05-23 00:00:00,0.03671196428082784,0.03665054490627416,0.036624054238051554,0.036601380265619196,0.036574125735915564,0.03653923349086196,0.03649606956606797,0.03612432596450239,0.036069954770845104,0.036008220787764604,0.03594230792394717,0.035874528744189275,0.03580652853261151,0.03573925396346154,0.03567293528648851,0.03560732266365869,0.035542241910909204,0.035478145500963766,0.03541600428284036,0.035357251180113264,0.03530325055409604,0.035255109077844855,0.03521295542860426,0.03517661014701142
2023-05-23 01:00:00,0.039404328271427605,0.039337255143425884,0.03930575123221205,0.03927868264277804,0.039247456035077725,0.03920893657600165,0.03916243950966498,0.03877880688559608,0.03872142475412596,0.038656767537814225,0.038588014090160536,0.03851746485995804,0.038446728203095484,0.038376679488875194,0.03830744094098647,0.038238630372466054,0.0381699454845962,0.03810174991229432,0.038034979438432384,0.03797109167064147,0.03791154410916851,0.0378575889081386,0.037809564255278934,0.03776751471269045
2023-05-23 02:00:00,0.041422053504923485,0.04135073046225624,0.04131537246699215,0.04128490783212327,0.04125064952141058,0.04120939891029985,0.041160417534480846,0.04076900241810363,0.04070933485640563,0.040642476688221796,0.04057159288865618,0.04049896843328326,0.04042618192478961,0.04035405567632151,0.0402826326697783,0.040211433877366004,0.040140063853635895,0.04006882308319552,0.03999861942367402,0.03993092570705798,0.03986726747480087,0.03980900599926878,0.039756628130305206,0.03971033676191245
2023-05-23 03:00:00,0.04277487017153823,0.04269961296137801,0.04266079606529627,0.04262748045423956,0.042590943195971474,0.04254789724336257,0.04249750740141079,0.04210281183444178,0.04204211945599188,0.04197437456434813,0.04190272504311532,0.04182942192732285,0.04175599171606832,0.04168317565986604,0.041610904797610405,0.04153857231206861,0.041465668205973624,0.041392422876765096,0.041319733764695034,0.041249116164528594,0.04118219385689624,0.041120465413163346,0.04106456535325049,0.04101483745567689
